transaction_id,customer_id,customer_name,region,product,invoice_date,shipment_date,recognition_date,quantity,sales_amount,cost_amount,return_amount,customer_tenure_days,risk_score,risk_level,risk_reasons,cutoff,post_period_return,high_value,negative_sale,margin_outlier,new_customer,date_mismatch,amount,suggested_procedure
INV002178,C0056,Customer 0056,West China,Industrial sensor,2025-10-24,2025-10-23,2025-10-23,11,96162.63,63467.34,0,139,0,Low,,False,False,False,False,False,False,False,96162.63,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002179,C0349,Customer 0349,East China,Robot arm,2025-05-08,2025-05-10,2025-05-10,3,540517.93,410793.63,0,-99,9,Low,new customer,False,False,False,False,False,True,False,540517.93,Confirm balance and validate customer existence and commercial substance
INV002180,C0116,Customer 0116,North China,Robot arm,2025-12-25,2025-12-25,2025-12-25,12,2075291.71,1577221.7,1451936.72,1594,18,Medium,post period return,False,True,False,False,False,False,False,2075291.71,Inspect credit note and subsequent return; evaluate occurrence and variable consideration
INV002181,C0168,Customer 0168,Export,Inspection camera,2025-10-22,2025-10-23,2025-10-23,11,436343.52,279259.85,0,1073,0,Low,,False,False,False,False,False,False,False,436343.52,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002182,C0324,Customer 0324,West China,Robot arm,2025-03-29,2025-03-28,2025-03-28,4,717057.31,544963.56,0,1464,0,Low,,False,False,False,False,False,False,False,717057.31,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002183,C0148,Customer 0148,East China,Servo drive,2025-03-15,2025-03-15,2025-03-16,3,77566.26,55847.71,0,2900,0,Low,,False,False,False,False,False,False,False,77566.26,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002184,C0282,Customer 0282,Export,Servo drive,2025-06-19,2025-06-21,2025-06-21,3,81633.79,58776.33,0,833,0,Low,,False,False,False,False,False,False,False,81633.79,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002185,C0046,Customer 0046,Central China,Control module,2025-01-12,2025-01-11,2025-01-11,8,129907.68,90935.37,0,1873,0,Low,,False,False,False,False,False,False,False,129907.68,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002186,C0151,Customer 0151,West China,Industrial sensor,2025-09-11,2025-09-11,2025-09-12,2,18350.15,12111.1,0,608,0,Low,,False,False,False,False,False,False,False,18350.15,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002187,C0223,Customer 0223,West China,Control module,2025-11-05,2025-11-05,2025-11-06,4,60491.21,42343.85,0,2028,0,Low,,False,False,False,False,False,False,False,60491.21,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002188,C0224,Customer 0224,Central China,Production cell,2025-03-20,2025-03-20,2025-03-20,5,3417515.74,2699837.44,0,407,0,Low,,False,False,False,False,False,False,False,3417515.74,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002189,C0212,Customer 0212,Central China,Industrial sensor,2025-03-08,2025-03-07,2025-03-07,11,93350.1,61611.06,0,2184,0,Low,,False,False,False,False,False,False,False,93350.1,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002190,C0074,Customer 0074,East China,Servo drive,2025-05-09,2025-05-09,2025-05-09,2,54914.04,39538.11,0,1715,0,Low,,False,False,False,False,False,False,False,54914.04,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002191,C0061,Customer 0061,South China,Control module,2025-01-30,2025-01-30,2025-01-31,11,172099.84,120469.89,0,716,0,Low,,False,False,False,False,False,False,False,172099.84,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002192,C0019,Customer 0019,Central China,Servo drive,2025-01-22,2025-01-22,2025-01-22,9,267128.57,192332.57,0,1454,0,Low,,False,False,False,False,False,False,False,267128.57,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002193,C0317,Customer 0317,South China,Inspection camera,2025-03-05,2025-03-05,2025-03-06,2,77931.71,49876.29,0,745,0,Low,,False,False,False,False,False,False,False,77931.71,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002194,C0119,Customer 0119,East China,Servo drive,2025-01-14,2025-01-14,2025-01-14,2,53190.28,38297.0,0,2432,0,Low,,False,False,False,False,False,False,False,53190.28,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002195,C0281,Customer 0281,South China,Control module,2025-06-10,2025-06-09,2025-06-10,9,149410.29,104587.2,0,2308,0,Low,,False,False,False,False,False,False,False,149410.29,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002196,C0272,Customer 0272,Central China,Production cell,2025-07-01,2025-07-03,2025-07-03,8,5602319.77,4425832.62,0,971,0,Low,,False,False,False,False,False,False,False,5602319.77,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002197,C0221,Customer 0221,North China,Inspection camera,2025-04-17,2025-04-19,2025-04-19,1,41014.44,26249.24,0,2069,0,Low,,False,False,False,False,False,False,False,41014.44,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002198,C0279,Customer 0279,Export,Robot arm,2025-11-21,2025-11-23,2025-11-23,2,387213.03,294281.9,0,1757,0,Low,,False,False,False,False,False,False,False,387213.03,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002199,C0015,Customer 0015,West China,Industrial sensor,2025-08-15,2025-08-15,2025-08-15,4,31722.96,20937.15,0,865,0,Low,,False,False,False,False,False,False,False,31722.96,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002200,C0111,Customer 0111,Export,Production cell,2025-06-26,2025-06-28,2025-06-28,7,4530851.34,3579372.56,0,453,0,Low,,False,False,False,False,False,False,False,4530851.34,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002201,C0164,Customer 0164,Central China,Servo drive,2025-06-23,2025-06-25,2025-06-25,11,309388.39,222759.64,0,848,0,Low,,False,False,False,False,False,False,False,309388.39,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002202,C0170,Customer 0170,North China,Production cell,2025-11-23,2025-11-25,2025-11-25,7,4639146.46,3664925.71,0,2904,0,Low,,False,False,False,False,False,False,False,4639146.46,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002203,C0144,Customer 0144,South China,Inspection camera,2025-06-20,2025-06-20,2025-06-20,2,83943.01,53723.53,0,-82,0,Low,,False,False,False,False,False,False,False,83943.01,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002204,C0254,Customer 0254,North China,Inspection camera,2025-06-05,2025-06-05,2025-06-05,3,132178.86,84594.47,0,1670,0,Low,,False,False,False,False,False,False,False,132178.86,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002205,C0179,Customer 0179,Export,Robot arm,2025-04-17,2025-04-17,2025-04-17,5,901404.04,685067.07,0,2447,0,Low,,False,False,False,False,False,False,False,901404.04,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002206,C0196,Customer 0196,South China,Control module,2025-08-30,2025-08-30,2025-08-30,12,189874.04,132911.83,0,2147,0,Low,,False,False,False,False,False,False,False,189874.04,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002207,C0215,Customer 0215,South China,Production cell,2025-06-20,2025-06-20,2025-06-20,2,1254707.24,991218.72,0,2221,0,Low,,False,False,False,False,False,False,False,1254707.24,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002208,C0133,Customer 0133,East China,Robot arm,2025-05-17,2025-05-19,2025-05-19,7,1378381.29,1047569.78,0,660,0,Low,,False,False,False,False,False,False,False,1378381.29,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002209,C0031,Customer 0031,East China,Production cell,2025-01-13,2025-01-13,2025-01-13,4,2919973.13,2306778.77,0,1997,0,Low,,False,False,False,False,False,False,False,2919973.13,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002210,C0090,Customer 0090,North China,Servo drive,2025-08-06,2025-08-06,2025-08-07,8,213872.79,153988.41,0,1570,0,Low,,False,False,False,False,False,False,False,213872.79,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002211,C0182,Customer 0182,South China,Robot arm,2025-10-21,2025-10-21,2025-10-21,2,360231.43,273775.88,0,503,0,Low,,False,False,False,False,False,False,False,360231.43,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002212,C0044,Customer 0044,North China,Production cell,2025-10-29,2025-10-31,2025-10-31,7,4468515.96,3530127.61,0,2035,0,Low,,False,False,False,False,False,False,False,4468515.96,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002213,C0215,Customer 0215,South China,Industrial sensor,2025-03-24,2025-03-26,2025-03-26,7,56203.18,37094.1,0,2133,0,Low,,False,False,False,False,False,False,False,56203.18,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002214,C0088,Customer 0088,North China,Robot arm,2025-12-28,2025-12-28,2025-12-29,11,2044316.37,1553680.44,0,1686,22,Medium,cutoff,True,False,False,False,False,False,False,2044316.37,"Inspect contract, invoice and proof of delivery; test cut-off"
INV002215,C0183,Customer 0183,North China,Industrial sensor,2025-06-14,2025-06-16,2025-06-16,2,17240.29,11378.59,0,1887,0,Low,,False,False,False,False,False,False,False,17240.29,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002216,C0070,Customer 0070,Export,Production cell,2025-03-22,2025-03-24,2025-03-24,2,1420022.29,1121817.61,0,1581,0,Low,,False,False,False,False,False,False,False,1420022.29,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002217,C0193,Customer 0193,East China,Servo drive,2025-05-03,2025-05-03,2025-05-03,4,109753.2,79022.3,0,1510,0,Low,,False,False,False,False,False,False,False,109753.2,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002218,C0170,Customer 0170,North China,Servo drive,2025-04-02,2025-04-02,2025-04-02,3,83696.1,60261.19,0,2669,0,Low,,False,False,False,False,False,False,False,83696.1,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002219,C0114,Customer 0114,South China,Servo drive,2025-05-05,2025-05-05,2025-05-05,12,313334.67,225600.97,0,1758,0,Low,,False,False,False,False,False,False,False,313334.67,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002220,C0155,Customer 0155,Export,Servo drive,2025-10-09,2025-10-11,2025-10-11,2,51346.41,36969.41,39363.91,113,18,Medium,post period return,False,True,False,False,False,False,False,51346.41,Inspect credit note and subsequent return; evaluate occurrence and variable consideration
INV002221,C0030,Customer 0030,South China,Production cell,2025-04-11,2025-04-11,2025-04-11,6,4023999.53,3178959.63,0,1097,0,Low,,False,False,False,False,False,False,False,4023999.53,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002222,C0073,Customer 0073,North China,Robot arm,2025-06-30,2025-07-01,2025-07-02,6,1177130.4,894619.1,0,306,0,Low,,False,False,False,False,False,False,False,1177130.4,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002223,C0179,Customer 0179,Export,Inspection camera,2025-10-20,2025-10-20,2025-10-20,8,327115.16,209353.7,0,2633,0,Low,,False,False,False,False,False,False,False,327115.16,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002224,C0095,Customer 0095,East China,Control module,2025-12-29,2025-12-31,2025-12-31,3,49104.27,34372.99,0,1463,22,Medium,cutoff,True,False,False,False,False,False,False,49104.27,"Inspect contract, invoice and proof of delivery; test cut-off"
INV002225,C0085,Customer 0085,Export,Industrial sensor,2025-11-05,2025-11-06,2025-11-07,9,75614.83,49905.79,0,2702,0,Low,,False,False,False,False,False,False,False,75614.83,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002226,C0141,Customer 0141,North China,Servo drive,2025-11-12,2025-11-11,2025-11-12,1,28808.43,20742.07,0,2720,0,Low,,False,False,False,False,False,False,False,28808.43,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002227,C0031,Customer 0031,East China,Control module,2025-01-10,2025-01-11,2025-01-11,9,133711.21,93597.85,0,1994,0,Low,,False,False,False,False,False,False,False,133711.21,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002228,C0276,Customer 0276,West China,Robot arm,2025-04-25,2025-04-27,2025-04-27,9,1567075.97,1190977.74,0,2518,0,Low,,False,False,False,False,False,False,False,1567075.97,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002229,C0297,Customer 0297,West China,Industrial sensor,2025-05-29,2025-05-29,2025-05-29,9,72444.15,47813.14,0,143,0,Low,,False,False,False,False,False,False,False,72444.15,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002230,C0155,Customer 0155,Export,Production cell,2025-09-18,2025-09-20,2025-09-21,4,2841193.21,2244542.63,0,92,0,Low,,False,False,False,False,False,False,False,2841193.21,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002231,C0213,Customer 0213,North China,Industrial sensor,2025-04-28,2025-04-30,2025-05-01,1,9007.13,5944.71,0,217,0,Low,,False,False,False,False,False,False,False,9007.13,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002232,C0156,Customer 0156,Export,Inspection camera,2025-05-25,2025-05-24,2025-05-24,5,200189.56,128121.32,0,2836,0,Low,,False,False,False,False,False,False,False,200189.56,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002233,C0326,Customer 0326,North China,Robot arm,2025-06-09,2025-06-08,2025-06-08,1,190018.36,144413.95,0,1745,0,Low,,False,False,False,False,False,False,False,190018.36,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002234,C0042,Customer 0042,Central China,Servo drive,2025-01-18,2025-01-20,2025-01-20,10,267878.65,192872.63,0,845,0,Low,,False,False,False,False,False,False,False,267878.65,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002235,C0280,Customer 0280,West China,Production cell,2025-05-22,2025-05-22,2025-05-22,2,1413590.3,1116736.34,0,882,0,Low,,False,False,False,False,False,False,False,1413590.3,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002236,C0096,Customer 0096,North China,Industrial sensor,2025-04-11,2025-04-10,2025-04-11,4,35457.19,23401.74,0,873,0,Low,,False,False,False,False,False,False,False,35457.19,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002237,C0203,Customer 0203,Export,Control module,2025-02-21,2025-02-21,2025-02-21,3,45389.0,31772.3,0,1504,0,Low,,False,False,False,False,False,False,False,45389.0,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002238,C0327,Customer 0327,Central China,Control module,2025-11-06,2025-11-07,2025-11-07,1,15330.03,10731.02,0,1343,0,Low,,False,False,False,False,False,False,False,15330.03,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002239,C0050,Customer 0050,Export,Robot arm,2025-08-16,2025-08-16,2025-08-17,7,1254897.26,953721.92,0,2352,0,Low,,False,False,False,False,False,False,False,1254897.26,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002240,C0200,Customer 0200,East China,Industrial sensor,2025-05-05,2025-05-04,2025-05-04,4,34565.36,22813.14,0,394,0,Low,,False,False,False,False,False,False,False,34565.36,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002241,C0159,Customer 0159,Export,Servo drive,2025-07-08,2025-07-08,2025-07-08,12,344056.92,247720.98,0,2493,0,Low,,False,False,False,False,False,False,False,344056.92,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002242,C0346,Customer 0346,Central China,Servo drive,2025-08-18,2025-08-18,2025-08-18,7,200878.17,144632.28,0,1871,0,Low,,False,False,False,False,False,False,False,200878.17,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002243,C0005,Customer 0005,Export,Servo drive,2025-11-22,2025-11-24,2025-11-24,1,29167.27,21000.44,0,1004,0,Low,,False,False,False,False,False,False,False,29167.27,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002244,C0090,Customer 0090,North China,Industrial sensor,2025-05-13,2025-05-14,2025-05-14,10,86250.86,56925.57,0,1485,0,Low,,False,False,False,False,False,False,False,86250.86,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002245,C0075,Customer 0075,West China,Robot arm,2025-09-19,2025-09-20,2025-09-20,5,995253.61,756392.74,0,1272,0,Low,,False,False,False,False,False,False,False,995253.61,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002246,C0348,Customer 0348,Central China,Inspection camera,2025-07-07,2025-07-07,2025-07-08,11,469802.04,300673.31,0,2355,0,Low,,False,False,False,False,False,False,False,469802.04,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002247,C0200,Customer 0200,East China,Inspection camera,2025-10-18,2025-10-18,2025-10-18,8,323013.35,206728.55,0,560,0,Low,,False,False,False,False,False,False,False,323013.35,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002248,C0149,Customer 0149,Central China,Inspection camera,2025-11-25,2025-11-24,2025-11-24,12,526000.64,336640.41,0,1034,0,Low,,False,False,False,False,False,False,False,526000.64,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002249,C0214,Customer 0214,West China,Industrial sensor,2025-11-19,2025-11-18,2025-11-18,6,54032.42,35661.4,0,1566,0,Low,,False,False,False,False,False,False,False,54032.42,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002250,C0350,Customer 0350,West China,Servo drive,2025-02-07,2025-02-07,2025-02-08,6,166225.69,119682.49,0,1009,0,Low,,False,False,False,False,False,False,False,166225.69,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002251,C0129,Customer 0129,Export,Control module,2025-06-12,2025-06-12,2025-06-12,8,119844.14,83890.89,0,72,0,Low,,False,False,False,False,False,False,False,119844.14,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002252,C0026,Customer 0026,West China,Production cell,2025-03-08,2025-03-08,2025-03-08,8,5733691.74,4529616.47,0,2885,0,Low,,False,False,False,False,False,False,False,5733691.74,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002253,C0037,Customer 0037,North China,Control module,2025-05-03,2025-05-03,2025-05-03,2,31955.78,22369.05,0,1839,0,Low,,False,False,False,False,False,False,False,31955.78,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002254,C0219,Customer 0219,North China,Robot arm,2025-03-16,2025-03-16,2025-03-16,10,1731416.56,1315876.58,0,1176,0,Low,,False,False,False,False,False,False,False,1731416.56,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002255,C0162,Customer 0162,North China,Servo drive,2025-09-01,2025-09-01,2025-09-02,10,284309.54,204702.87,0,2342,0,Low,,False,False,False,False,False,False,False,284309.54,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002256,C0026,Customer 0026,West China,Robot arm,2025-01-21,2025-01-20,2025-01-20,3,583088.28,443147.09,0,2839,0,Low,,False,False,False,False,False,False,False,583088.28,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002257,C0047,Customer 0047,Export,Inspection camera,2025-10-31,2025-11-01,2025-11-02,5,205488.42,131512.59,0,1482,0,Low,,False,False,False,False,False,False,False,205488.42,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002258,C0234,Customer 0234,West China,Industrial sensor,2025-09-19,2025-09-21,2025-09-21,8,70919.88,46807.12,0,1815,0,Low,,False,False,False,False,False,False,False,70919.88,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002259,C0040,Customer 0040,South China,Robot arm,2025-01-25,2025-01-26,2025-01-26,7,1235923.73,939302.03,0,1472,0,Low,,False,False,False,False,False,False,False,1235923.73,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002260,C0338,Customer 0338,West China,Servo drive,2025-06-02,2025-06-01,2025-06-02,5,131860.58,94939.62,0,2386,0,Low,,False,False,False,False,False,False,False,131860.58,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002261,C0162,Customer 0162,North China,Control module,2025-09-30,2025-09-30,2025-09-30,3,50179.76,35125.83,0,2371,0,Low,,False,False,False,False,False,False,False,50179.76,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002262,C0059,Customer 0059,West China,Robot arm,2025-01-26,2025-01-26,2025-01-26,3,532248.39,404508.78,0,225,0,Low,,False,False,False,False,False,False,False,532248.39,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002263,C0016,Customer 0016,Central China,Control module,2025-09-27,2025-09-27,2025-09-27,3,50901.17,35630.82,0,2013,0,Low,,False,False,False,False,False,False,False,50901.17,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002264,C0178,Customer 0178,East China,Industrial sensor,2025-10-23,2025-10-23,2025-10-23,3,26183.07,17280.83,0,1134,0,Low,,False,False,False,False,False,False,False,26183.07,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002265,C0208,Customer 0208,North China,Industrial sensor,2025-11-21,2025-11-21,2025-11-21,8,71032.95,46881.75,0,2557,0,Low,,False,False,False,False,False,False,False,71032.95,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002266,C0196,Customer 0196,South China,Industrial sensor,2025-08-20,2025-08-20,2025-08-20,3,27046.75,17850.86,0,2137,0,Low,,False,False,False,False,False,False,False,27046.75,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002267,C0038,Customer 0038,South China,Inspection camera,2025-09-15,2025-09-14,2025-09-15,12,501135.39,320726.65,0,3044,0,Low,,False,False,False,False,False,False,False,501135.39,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002268,C0342,Customer 0342,South China,Servo drive,2025-08-12,2025-08-12,2025-08-13,3,78531.49,56542.68,0,208,0,Low,,False,False,False,False,False,False,False,78531.49,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002269,C0249,Customer 0249,South China,Robot arm,2025-04-06,2025-04-06,2025-04-06,9,1621313.66,1232198.38,0,727,0,Low,,False,False,False,False,False,False,False,1621313.66,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002270,C0346,Customer 0346,Central China,Robot arm,2025-11-09,2025-11-11,2025-11-11,11,1904387.1,1447334.2,0,1954,0,Low,,False,False,False,False,False,False,False,1904387.1,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002271,C0018,Customer 0018,East China,Industrial sensor,2025-01-04,2025-01-05,2025-01-05,8,68578.04,45261.51,0,1660,0,Low,,False,False,False,False,False,False,False,68578.04,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002272,C0069,Customer 0069,East China,Inspection camera,2025-10-25,2025-10-25,2025-10-25,6,268714.13,171977.04,0,1625,0,Low,,False,False,False,False,False,False,False,268714.13,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002273,C0189,Customer 0189,South China,Industrial sensor,2025-02-22,2025-02-22,2025-02-22,9,82920.67,54727.64,0,2854,0,Low,,False,False,False,False,False,False,False,82920.67,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002274,C0346,Customer 0346,Central China,Robot arm,2025-05-10,2025-05-12,2025-05-13,11,2090732.96,1588957.05,0,1771,0,Low,,False,False,False,False,False,False,False,2090732.96,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002275,C0223,Customer 0223,West China,Inspection camera,2025-07-07,2025-07-07,2025-07-07,9,405661.77,259623.53,0,1907,0,Low,,False,False,False,False,False,False,False,405661.77,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002276,C0279,Customer 0279,Export,Control module,2025-06-03,2025-06-03,2025-06-04,11,176012.88,123209.01,0,1586,0,Low,,False,False,False,False,False,False,False,176012.88,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002277,C0341,Customer 0341,Export,Servo drive,2025-03-10,2025-03-12,2025-03-12,5,134975.69,97182.49,0,2500,0,Low,,False,False,False,False,False,False,False,134975.69,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002278,C0004,Customer 0004,Central China,Servo drive,2025-01-26,2025-01-28,2025-01-29,1,27480.93,19786.27,0,668,0,Low,,False,False,False,False,False,False,False,27480.93,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002279,C0310,Customer 0310,West China,Control module,2025-11-24,2025-11-26,2025-11-26,11,169112.42,118378.69,0,960,0,Low,,False,False,False,False,False,False,False,169112.42,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002280,C0277,Customer 0277,Export,Inspection camera,2025-10-19,2025-10-18,2025-10-19,10,435921.97,278990.06,0,2105,0,Low,,False,False,False,False,False,False,False,435921.97,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002281,C0321,Customer 0321,Central China,Inspection camera,2025-02-19,2025-02-19,2025-02-19,10,405445.22,259484.94,0,1521,0,Low,,False,False,False,False,False,False,False,405445.22,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002282,C0159,Customer 0159,Export,Control module,2025-08-18,2025-08-19,2025-08-19,10,169867.98,118907.59,0,2534,0,Low,,False,False,False,False,False,False,False,169867.98,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002283,C0216,Customer 0216,West China,Robot arm,2025-11-22,2025-11-22,2025-11-23,12,2217672.76,1685431.3,0,204,0,Low,,False,False,False,False,False,False,False,2217672.76,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002284,C0317,Customer 0317,South China,Industrial sensor,2025-08-02,2025-08-01,2025-08-01,7,63777.65,42093.25,0,895,0,Low,,False,False,False,False,False,False,False,63777.65,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002285,C0271,Customer 0271,North China,Control module,2025-05-19,2025-05-19,2025-05-19,4,61371.88,42960.31,0,2346,0,Low,,False,False,False,False,False,False,False,61371.88,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002286,C0143,Customer 0143,Central China,Robot arm,2025-09-14,2025-09-13,2025-09-14,1,186667.0,141866.92,0,-2,0,Low,,False,False,False,False,False,False,False,186667.0,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002287,C0123,Customer 0123,Central China,Robot arm,2025-12-27,2025-12-26,2025-12-26,10,1773685.29,1348000.82,0,3127,0,Low,,False,False,False,False,False,False,False,1773685.29,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002288,C0103,Customer 0103,Export,Servo drive,2025-09-08,2025-09-08,2025-09-08,8,204387.46,147158.97,0,630,0,Low,,False,False,False,False,False,False,False,204387.46,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002289,C0056,Customer 0056,West China,Industrial sensor,2025-04-24,2025-04-24,2025-04-24,4,33453.02,22078.99,0,-44,0,Low,,False,False,False,False,False,False,False,33453.02,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002290,C0348,Customer 0348,Central China,Robot arm,2025-03-24,2025-03-24,2025-03-24,4,793433.06,603009.12,0,2250,0,Low,,False,False,False,False,False,False,False,793433.06,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002291,C0178,Customer 0178,East China,Production cell,2025-10-20,2025-10-20,2025-10-20,2,1439830.28,1137465.92,0,1131,0,Low,,False,False,False,False,False,False,False,1439830.28,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
INV002292,C0054,Customer 0054,South China,Control module,2025-02-17,2025-02-18,2025-02-19,2,30300.85,21210.59,0,470,0,Low,,False,False,False,False,False,False,False,30300.85,"Vouch transaction to contract, invoice, dispatch evidence and cash receipt"
